I Love Lucy,Classics,6,102,"Lucy Ricardo is a scatterbrained housewife whose husband, Ricky, is a bandleader at a nightclub. Lucy and Ricky's best friends are landlords Fred and Ethel Mertz who often become unwitting participants in Lucy's get-rich-quick and other wild schemes. From sneaking into Ricky's shows to hiding household indiscretions, Lucy's antics have held audiences' attention for decades and have made her one of TV's most beloved characters."
I Love New York,Reality and Game Shows~Guilty Pleasure,2,23,"After another unsuccessful try at love Tiffany ""New York"" Pollard is jumping back into the dating pool to find the man of her dreams. A fresh crop of twenty men are brought together to compete for her heart and this time the selection process has a twist....some of the chosen contestants vying for New York's heart have been hand-picked by online users and some have been chosen by Tiffany's outspoken mother, Sister Patterson. Will the viewer's choices for Tiffany be her perfect match or does mother know best?"
Impastor,Comedy,1,10,"Buddy Dobbs (Michael Rosenbaum), a slacker on the run from a loan shark, steals a man's identity and ends up posing as a small town's new gay pastor. With Sara Rue, Aimee Garcia, Mircea Monroe, Mike Kosinski and David Rasche."
The Impressionists,Documentaries,1,4,"This 3 hour mini-series tells the intimate history of a most illustrious brotherhood of Impressionist artists - Monet, Degas, Renoir, Czanne and Manet. 

Entirely based on documentary evidence, special effects transport the viewer inside some of the world's best-loved paintings. Populated by the cream of British acting talent, The Impressionists will recreate the illuminated landscapes, and haunting portraits of late 19th-century France."
In An Instant,Documentaries,2,13,"Breathtaking stories of the profound will to survive when, in an instant, you are staring death in the face."
The Inbetweeners (U.K.),Comedy~British Comedy,2,12,"""The Inbetweeners"" is the painfully funny and hit comedy, about four teenagers growing up in suburbia. Will McKenzie is on a bad run. His parents have just divorced and, to make matters worse, his mum has moved him from a posh private school and into the sixth form at the local comprehensive. Despite the twin handicaps of being the new kid and carrying ""an actual briefcase,"" Will quickly makes new friends – Simon (Joe Thomas), Neil (Blake Harrison) and Jay (James Buckley). Unfortunately, they are far from the coolest kids at school. Together they attempt to navigate the perils of sixth form life – namely the school nutter, Mark ""I’ll rip your throat out"" Donovan (Henry Lloyd Hughes), a"
Incomplete Life,Drama~Soap Operas,1,20,"Many of us had dreams when we were younger about the the life we want to lead when we grow up. For Jang Geu Rae (Im Si Wan), it was to become a professional baduk player (a game that involves chess-like strategies and skills). But when his life took an unexpected turn and he couldn't pursue his gaming plans, the down-and-out Geu Rae is forced to get an office job and goes to work as an intern at a large company. There, he feels like a fish out of water and relies heavily on the kindness of the reserved fellow intern Ahn Yeong Yi (Kang So Ra), tries to please his new boss, Section Chief Oh Sang Sik (Lee Sung Min), and keep up with the ambitious intern Jang Baek Gi (Kang Ha Neul). Geu Rae also"
The Incredible Dr. Pol,Documentaries,1,4,"Dr. Jan Pol along with his wife, Diane, runs a veterinary clinic in Central Michigan's farm country."
The Incredible Hulk,Drama,3,62,"A research scientist wanders the earth looking for the antidote that will stop him from turning into a green monster when he is angry.
"
The Indian Doctor,Drama~Medical Drama,3,15,"This award-winning, light-hearted BBC One period drama is the “fish out of water” story of Prem Sharma, a highly educated Indian doctor, and Kamini, his beautiful upper class wife, who, attracted by the promise of opportunities in the new National Health Service and a glamorous lifestyle in London, leave India in 1963 only to find themselves sent to a small practice in a Welsh coal mining village."
Infieles,Drama~Telenovelas,1,16,"Las vidas de cinco jóvenes mujeres, amigas íntimas, cuyas vidas profesionales, amistades, relaciones amorosas, pasiones y sentido del humor constituyen una serie que evoluciona alrededor de la confianza y fidelidad con uno mismo."
Infinite Stratos,Anime~Anime - Science Fiction,2,24,"In the near future, superpowered exoskeletons called Infinite Stratos (IS) can only be piloted by women, which has revolutionized society. Ichika Orimura, younger brother of a famous pilot, is the first male who can pilot an IS, so he is forced to attend an all-girls' school and train under the scrunity of the government and his older sister, a teacher at the academy."
Initial D,Anime,3,128,"Takumi's joined the Project D racing crew, and his reputation precedes him across the region. New challengers and courses mean new dangers, but no matter the obstacle in Takumi's headlights, he'll do whatever it takes to put it in the rearview mirror."
Ink Master,Arts and Culture,1,16,"10 of the country's most skilled tattoo artists compete for $100K and the title of INK MASTER. ‘Living Canvasses' are permanently marked in this high-stakes elimination competition, hosted by rock legend Dave Navarro."
InSecurity,Comedy,2,23,"Half hour comedy action series about the men and women of the fictional National Intelligence and Security agency who keep the world safe... ish. The series is a spoof of all of the procedural and spy dramas that take themselves too serious, such as 24 and CSI."
Inside Amy Schumer,Comedy~Sketch Comedy,4,39,"Straight-talking comic girl-next-door Amy Schumer is exposing herself -- and her messy world of dating, drinking and public debacles -- when she steps out from behind the microphone for an all-new, genre-busting comedy series."
Inspector Gadget (Español),Kids,1,5,"El Inspector Gadget es el primer policía biónico del mundo, y viene equipado con una increíble variedad de aparatos que lo ayudan en su interminable lucha contra el crimen. Y gracias a la inteligencia de su sobrina Penny, Gadget siempre sale airoso."
Inspector Gadget: Original Series,Animation and Cartoons~Saturday Morning Cartoons,2,86,Inspector Gadget is the world's first bionic policeman. Our bumbling detective is equipped with an incredible array of gadgets to help him in his never-ending battles against crime and corruption.
Inspector George Gently,Action and Adventure,1,3,"Inspector George Gently is a gripping and original detective drama, adapted from the Alan Hunter series of novels by Peter Flannery, award-winning writer of Our Friends In The North. Britain, 1964: a time when the lines between the police and criminals have become increasingly blurred; when the proliferation of drugs is about to change the face of policing forever; when Britain’s youth stand on the brink of a social and sexual revolution. Inspector George Gently is one of the few good men at Scotland Yard, his sense of public duty an increasingly rare commodity in a police force where corruption is rife and unchecked."
Intervention,Documentaries,3,53,"Intervention is a powerful and gripping television series in which people confront their darkest demons and seek a route to redemption. The show profiles people whose dependence on drugs and alcohol or other compulsive behavior has brought them to a point of personal crisis and estranged them from their friends and loved ones. Each Intervention episode ends with a surprise intervention that is staged by the family and friends of the alcohol or drug addict, and which is conducted by one of two Intervention specialists: Jeff VanVonderen and Candy Finnigan. Intervention raises awareness about the alternatives and treatment options available to those who suffer from an alcohol or drug addiction,"
In the Flesh,Drama,2,9,"A war breaks out as humans battle to rid the planet of brain eating Zombies. After the living win, scientists subdue the Zombies and release these Partially Deceased Syndrome (PDS) sufferers back into the community."
In the Giggle Park,Family,1,5,"Two curious kids play in a delightful playground as they discover the difference between near and far, on and off, and more.  They have so much fun they can't stop giggling!"
Intruders,Drama,1,8,"Based on Michael Marshall Smith's novel and written by Glen Morgan, Intruders is a paranormal thriller starring Mira Sorvino, John Simm, and James Frain about a secret society devoted to chasing immortality by seeking refuge in the bodies of others."
Inu X Boku Secret Service,Anime~Anime - Supernatural and Horror,1,12,"Shirakiin Ririchiyo arrives at the mysterious mansion known as Ayakashi Kan. However, in this private Eden every resident must have a personal Secret Service agent accompanying them at all times. The agent assigned to her, Soushi Miketsukami, may be far more than he appears to be. Could the guardian angel looking over her shoulder be more than just foxy looking and actually a fox spirit? Get ready for supernatural sleuthing and spirited suspense as the most secretive secret service of all unleashes a whole series of stunning surprises in Inu X Boku Secret Service!"
Inuyasha,Anime,7,334,"Kagome is a modern high school girl who doesn't believe in the old myths and legends surrounding her grandfather's shrine. That is, until the day she falls into the shrine's well and into another time! In Japan's ancient past, Kagome joins the half demon Inuyasha on a quest to find the scattered shards of the Shikon Jewel, a gem so powerful that demons from across the land will do anything to get even a piece. Along the way they gain friends, battle enemies, and prepare to face their deadliest foe and rival for the Shikon Jewel--Naraku!"
Inuyasha - The Final Act,Anime,1,52,"Throughout their quest to restore the shattered Shikon Jewel, the half-demon Inuyasha and modern schoolgirl Kagome have never faced an enemy more deadly or more cunning than the demon mastermind Naraku. With the Shikon Jewel nearly whole, the race to collect the remaining shards intensifies and a battle of epic proportions is brewing on the horizon!"
Invaders of the Rokujyoma!?,Anime~Anime - Comedy,1,12,"Koutaro Satomi finds a suspiciously cheap apartment, but his bargain soon turns out to be more than he’s bargained for when he discovers that his apartment is haunted by an adorable girl ghost! She wants him out, and a battle of the wills quickly ensues. But just when Koutaro thinks he’s gained the upper hand, he’s interrupted by the arrival of even more unwanted houseguests. Will Koutaro be able to take back control of his apartment, or will these strange new females stage a hostile takeover?"
Invader Zim,Animation and Cartoons,3,27,"Stand back, ignorant Earth filth! Invader Zim has been sent from the planet IRK on a mission of doom. Disguised as a child and accompanied by GIR, his robot, Zim has come to assume control of Earth. But, a wrench named Dib interferes with his plan..."
Inventions That Shook the World,Arts and Culture,1,10,"As seen on the Discovery Channel! From the airplane to the DNA fingerprint, science, history and pop culture come under the spotlight in this thrilling chronicle of the 20th Century's greatest inventions. Go on a decade-by-decade voyage of discovery through life-changing inventions; like the radio that made the world smaller; the machine gun that made it more dangerous; or the parking meter that made it more expensive. Meet the brilliant, often quirky minds that brought the inventions to life, including the smartest man on the planet and the high school dropout everyone took for a fool. Witness the discovery and creation of billion-dollar inventions and financial disasters - all players in t"
The Invisible Man,Action and Adventure,2,45,"An ex-thief agrees to undergo an experimental surgery and work for the government in exchange for his freedom.
"
The Invisible Man (1958),Action and Adventure,2,26,"The original cult television series of H.G. Wells' classic tale of suspense and murder in which a scientist accidentally finds a way to make himself invisible and becomes the ultimate crime-stopper for British Intelligence. The first of its genre, THE INVISIBLE MAN is suspenseful, action-packed, television drama at its classic best."
Iron Man: Armored Adventures,Animation and Cartoons~Saturday Morning Cartoons,2,52,"Teen tech-whiz Tony Stark lived a life of luxury. As the heir to the billion-dollar corporation Stark International, Tony lived a life of luxury.  But everything went horribly wrong when a tragic accident robbed Tony of his father and would have cost him his own life if not for his newest invention—an experimental suit of invincible armor. Eager to honor the memory of his father, Tony now uses his awesome armor and technical know-how to protect those who would also fall prey to tragedy, corruption and conspiracy! Suddenly, Tony must learn to shoulder a mountain of responsibility along with his normal teenaged life.  He is a new hero for the digital age, he is Iron Man."
Ironside (1967),Classics,3,82,"A wheelchair bound former San Francisco chief of detectives advises the police how to solve crimes.
"
The Irregular at Magic High School,Anime~Anime - Fantasy,1,26,"Magic-- A century has passed since this concept has been recognized as a formal technology instead of the product of the occult or folklore. The season is spring and it is time for a brand new school year. At the National Magic University First Affiliate High School, A.K.A Magic High School, students are divided into two distinct groups according to their academic performances. The “Bloom,” who demonstrate the highest grades and are enrolled in the “First Course,” and the “Weed,” who have a poor academic record and are enrolled in the “Second Course.” This spring, a very peculiar brother and sister enroll as new students. The brother is an under achiever with some deficiencie"
Is It Wrong to Try to Pick Up Girls in a Dungeon?,Anime~Anime - Comedy,1,13,"In Orario, fearless adventurers band together in search of fame and fortune within the underground labyrinth known as the Dungeon. But Bell Cranel, novice adventurer, has bigger plans than riches and glory; he fights monsters in the hope of having a fateful encounter with a girl. When this happens, it doesn’t go exactly as he planned. Thus begins the story of an unlikely pair, a boy and a goddess, both trying to prove themselves, both eager to reach their goals."
I Spy,Action and Adventure~Espionage,3,82,"I Spy is an American television secret agent action adventure series about a pair of American agents facing espionage adventures with skill, humor and ingenuity, which aired on NBC from 1965 to 1968. The show was created by Morton Fine and starred Robert Culp and Bill Cosby.  Totaling 82 episodes in 3 seasons, the show broke ground for being the first American television drama to feature an African American actor (Bill Cosby) in one of the lead roles.  The series was also unique in that star Robert Culp routinely wrote, and sometimes directed, episodes of the show.  Bill Cosby won three Emmy Awards for his role as the wise and witty Rhodes Scholar-secret agent Alexander Scott.  The show was "
I Spy (2003),Family,1,13,"Your favorite Scholastic picture-riddle books come to life in this animated play-along adventures series for kids! Join Spyler, Cece, Duck, Wheeler and other characters in this colorful and interactive TV experience. Each episode is divided into two fun-filled adventure stories in which Spyler and Cece attempt to find the four hidden objects featured in a riddle."
Is That A Nail In Your Head?,Documentaries,1,5,"Take a look at extreme medical conditions and unusual accidents, featuring contributions from those involved and the medical staff who treated them."
Is This a Zombie?,Anime~Anime - Supernatural and Horror,2,22,"Ayumu was murdered by a serial killer and resurrected as a zombie by a cute little Necromancer. Then he got mixed up with a magical girl and a vampire ninja! With a harem like this, Ayumu could end up even deader before figuring out who killed him!"
ItaKiss,Anime~Anime - Comedy,1,25,"In the romantic comedy story, a high school girl named Kotoko finally tells a fellow senior named Naoki that she has loved him from afar since she saw him on their first day of high school. However, Naoki, a haughty ""super-ikemen"" (handsome male) with smarts and sports talent, rejects her offhand. Fate intervenes when a mild earthquake ruins Kotoko's family house. While the house gets rebuilt, Kotoko and her dad stay at the home of her dad's childhood friend...whose son is Naoki."
The I.T. Crowd,Comedy~British Comedy,5,25,"In the age-old clash of IT vs. the corporation, a pair of basement-dwelling dweebs squares off against their cloddish owner-come-lately, with their ambitious but tech-illiterate manager running interference."
It's Always Sunny in Philadelphia,Comedy~Sitcoms,11,123,"Wednesdays at 10pm on FXX. It's Always Sunny in Philadelphia features Mac, Dennis, Charlie, Sweet Dee and Frank, five ne’er-do-wells who own and operate Paddy’s Pub in Philadelphia. Their constant scheming usually lands them in a world of hurt, yet they never seem to learn from their mistakes. As they say, some things never change. So prepare for more depraved schemes, half-baked arguments and absurdly underhanded plots to subvert one another.

It's Always Sunny in Philadelphia was created by Rob McElhenney and is executive produced by Rob McElhenney, Charlie Day, Glenn Howerton, Michael Rotenberg, Nicholas Frenkel, Tom Lofaro, Rob Rosell, Scott Marder and David Hornsby. An FX Networks O"
Jack Hanna's Into the Wild,Documentaries,6,25,"Jungle Jack Hanna and his family criss-cross the globe engaging animal experts in remote jungles, deserts, oceans and forests in search of rare and exciting animal stories in each episode of Jack Hanna’s Into the Wild, kicking off from Jack’s home base at the Columbus Zoo in Ohio."
Jack Hanna's Wild Countdown,Documentaries,3,60,"Jack Hanna has always had a knack for storytelling with his expressive, genuine, and quirky personality. In Wild Countdown he entertains viewers as he counts down facts and experiences about some of the world’s rarest, most endearing, and fascinating animals. Wild Countdown is hosted from Hanna’s base camp located at the Columbus Zoo and Aquarium, his home for more than 30 years."
Jack Taylor,Action and Adventure,1,6,"Jack is an Irish ex-cop, on the wrong side of forty who has become a finder with a sharp tongue and a soft heart. He takes on the cases The Guards (Irish Police Force) won´t touch, no matter how hopeless. He´s pig stubborn. He defends the lost and the broken. He´s good because he looks where no one else looks, talks to the people no one else talks to. Moreover, he knows every back street in his hometown, Galway, knows the seed and breed of everyone in it. But small towns have big memories, and like Jack they are quick to anger and slow to forgive."
James May's Man Lab,International~British,2,8,"James May is on a mission to save modern man – from themselves. From his Man Lab HQ, James and his team set out on a series of action packed challenges that will help modern man relearn some of the vital skills, once cherished by his forefathers, that are now in danger of being lost forever."
James May's Toy Stories,Family,1,9,"James May is a man on a mission: he wants to get kids out of their bedrooms and away from their video games, he wants to drag parents off their backsides and get them all playing together again. Using some of the world’s best loved toys, James May puts generations of families at the heart of some ludicrously ambitious adventures and extraordinary feats of engineering that fire the imagination and remind us of the joys of doing things together."
Jammers,Animation and Cartoons,3,15,"A friendly quartet, the drum, guitar, violin and double-bass, set out on a fun journey to foreign countries where they meet other local musical instruments."
Jenni Rivera la Vida de una Diva,Drama~Telenovelas,1,10,"La extraordinaria historia de la vida y carrera de la fabulosa Dolores Janney Rivera, o mejor reconocida como Jenni Rivera, viene a luz en este exclusivo, 10 episodio, mini serie. La Vida de Una Diva nos trae una oportunidad de ver todos los estragos que ella paso y especialmente su maravilloso éxito como una cantante de Banda y Norteña que tipicamente es música dominada por hombres. Los invitamos a ser parte de esta dramática historia emocional de la verdadera Reina de Banda."
Jeremiah,Drama,2,35,"A stunning sci-fi epic that re-envisions the future of mankind, Jeremiah stars Luke Perry (""Beverly Hills 90210,"" ""Oz"") as Jeremiah, one of the many young survivors of a viral epidemic called the ""Big Death"" that claimed the lives of every adult in the world 15 years ago. Now traveling back and forth across the United States, eking out a living and looking for a place called ""Valhalla Sector,"" a place that his father-a viral researcher-had mentioned to Jeremiah as a possible refuge, Jeremiah and his most trusted friend, Kurdy (Malcolm-Jamal Warner), are plunged into thrilling adventures that test every facet of their humanity...and ultimately the fate of the human race itself."
Jersey Shore,Reality and Game Shows~Real Life Drama,6,74,"Young adults move into a summer share to indulge in everything Seaside Heights, New Jersey has to offer. Jersey Shore uncovers sometimes surprising, often hilarious and usually over-the-top personalities."
JFK: A New World Order,Documentaries,1,8,"Fifty years after his death, John F. Kennedy’s life, legacy and youthful vigor continues to intrigue and enthrall an entire nation! Relive and introduce, to younger generations, the compelling story of this unforgettable leader and the inspired dynasty he left behind. Insightful and concise this 8 part documentary series covers JFK’s life from barely surviving birth to the tragic events in Dallas on November 22, 1963. Remembered for his charisma, sharp mind and quick wit this series explores the early years of the WWII hero and respected Senator up through the 1960s Presidential race against Richard Nixon. From his inspirational Inauguration speech to his final days in Dallas and all poi"
Jimmy Kimmel Live,Comedy~Late Night Comedy,6,21,"ABC’s distinctive late-night talk show features a diverse lineup of guests, including celebrities, athletes, comedians, politicians and human interest subjects. Along with a light-hearted and recognizable cast of characters, a hip house band and comedy bits in host Jimmy Kimmel’s inimitable style, the show additionally offers one of the funniest, freshest monologues on television today, drawing from all forms of topical media."
Jo,Drama~Mystery,1,8,"Jo St-Clair (Jean Reno) is a veteran detective in Paris’ elite Criminal Brigade tackling the city’s most challenging murder cases. Brilliant and brutal, St-Clair matches wits with pathological killers to solve a series of shocking murders. "
Joe and Jack,Animation and Cartoons,1,13,"Meet Joe, and his best friend Jack, who happens to be a cat. Add to this, two of the biggest imaginations possible. Now watch as the magic unfolds... Their backyard becomes a candyland, the local swimming pool transforms into shark infested waters. Share in the laughs, adventures and the special moments only two best friends can create. Follow these friends, as together they get into, out of, and back into, trouble."
Joe y Jack en Español,Animation and Cartoons,1,13,"Una adorable serie sobre un niño de cuatro años llamado Joe, y su mejor amigo, que casualmente es un gato, Jack. Estos dos tienen una gran imaginación y sus días están llenos de toda clase de aventuras. Sigue a estos amigos mientras se meten y salen de problemas juntos."
John Doe,Drama~Crime and Courtroom Drama,1,21,"John Doe is a mysterious man who rises from the water off an isolated island possessing knowledge of literally everything in the world, yet having no memory of who -- or even what -- he is.  Doe quickly finds his way to Seattle, where he befriends the police and uses his special gift to help them solve ""impossible"" crimes each week while continuing his unending quest to uncover who he is and where he came from. 

Doe is joined in his search by Karen, his unwitting assistant and one of his few friends.  Together they work to piece together the case of a missing girl who Doe mysteriously feels may have some connection to his previous life."
JoJo's Bizarre Adventure,Animation and Cartoons,3,113,"Based on author Hirohiko Araki’s groundbreaking Shonen Jump manga series, JoJo’s Bizarre Adventure follows the multigenerational tale of the heroic Joestar family and their never-ending battle against evil."
Jorge el Curioso,Action and Adventure,9,108,"Durante casi 65 años, a generaciones de niños pequeños les han encantado las aventuras literarias de Jorge el Curioso. ¡Ahora Jorge está listo para su siguiente gran aventura! Basada en los exitosos libros de Jorge el Curioso de Margret y H. A. Rey, y narrada por el actor William H. Macy (“Seabiscuit” y “Pleasantville”), la serie amplía el mundo de Jorge para incluir una multitud de personajes pintorescos nuevos y lugares originales sin perder el encanto de los libros tan queridos. La serie pretende inspirar a los niños a explorar las ciencias, las matemáticas y la ingeniería del mundo que los rodea."
Jormungand,Anime~Anime - Action Adventure,2,24,"Child soldier Jonah is the newest mercenary hired by Koko, an international arms dealer. The kid despises those in Koko's line of work, but following her into the darkest corners of the black market might be his only shot at avenging his family's death."
Journey with Dylan Dreyer,Lifestyle~Travel,1,15,"Led by NBC News meteorologist and ""TODAY"" contributor Dylan Dreyer, ""Journey with Dylan Dreyer"" is a wondrous celebration of nature. Breathtaking cinematography will bring viewers up-close and personal with animals, from the black bears of Montana to polar bears in the Arctic. The audience will have a unique platform to see animals in their natural habitat, including exploring the extraordinary migration of 1.5 million animals traveling over 500 miles across the Serengeti in Tanzania and Kenya."
Juana la Virgen,Latino,1,152,"Un cambio repentino del destino destrozará el mundo de Juana, provocando que esta joven de diecisiete años se sienta asustada y aturdida. Los avances médicos en inseminación artificial se combinan con el error humano para dar inicio a la vida de un bebé, equivocadamente, en el cuerpo de Juana."
Junjo Romantica,Anime~Anime - Drama,1,12,"Misaki has a lot to worry about. He's trying to get into the prestigious Mitsuhashi University, though his grades are less than stellar. Also, his new tutor is the famous author Akihiko Usami, a moody, pushy man who's giving him some shockingly sexual advances. But the biggest problem of all is that Akihiko is using a pen name to write explicit boy's love novels starring himself and Misaki's brother!"
Just For Laughs: Comedy Kings,Comedy~Stand Up Comedy,1,6,"Filmed at the prestigious Montreal International Comedy Festival, Comedy Kings is a collection of some of the best stand-up routines ever to grace the stages of Just For Laughs."
Just Josh,LGBT,1,12,"Josh Rosenzweig, host of the wildly popular ""here! with Josh and Sara,"" returns with his own original series. Filmed on location throughout New York City, Josh turns the traditional talk show format on its head. From celebrity interviews to premiere VIP events, Josh brings his own brand of humor and his intense love of New York City to the small screen, treating fans to a unique and entertaining spin on pop culture."
K,Anime~Anime - Action Adventure,2,39,"From GoHands, the studio that brought you the cyberpunk anime film series Mardock Scramble, and the enigmatic writers’ collective GoRA Project comes K, the newest original anime series of 2012.  Set in a world where history has taken a slightly different course from the one we’re familiar with, K follows the story of a young boy whose life is caught in a psychic war between seven kings.  Yashiro Isana, also known as Shiro, is wanted for a crime he has no recollection of committing. He finds himself being hunted by the groups HOMRA, led by Mikoto Suoh, “The Red King,” and SCEPTER 4, led by Reisi Munakata, “The Blue King.” While on the run, a young man named Kuroh Yatogami helps hi"
Kaleido Star,Anime,2,104,"The director of Sailor Moon brings fans the story of Sora, an amazingly-talented acrobat who'd do anything for a starring role in Kaleido Stage: a troop of performers known for their death-defying stunts and spectacularly sparkling costumes!"
Kamigami no Asobi,Anime~Anime - Fantasy,1,12,"Yui Kusanagi discovers a mighty sword that transports her to another world. There, this ordinary high school girl finds herself face-to-face with the great Greek god Zeus. The God of Thunder has an unusual request: remain in the dimension he has created and attend a school of legendary proportions. Zeus acts as dean for a school of young, somewhat misguided gods. The bond between humans and gods has weakened, and it is now up to Yui to teach the gods about love and what it means to be human."
Kamisama Kiss,Anime~Anime - Comedy,2,27,"Nanami is a homeless high schooler until she accepts an offer to live at a shrine - making her the new local god. With her handsome fox spirit familiar, Nanami learns the ins and outs of godhood and meets more spirits - including two who vie for her love!"
Kath and Kim (AU),Comedy~Sitcoms,4,32,"Kath & Kim follows the day-to-day Australian suburban life of Kath Day-Knight, her only child Kim Craig née Day, Kim's husband Brett Craig, Kath's love interest Kel Knight and long-time family friend Sharon Strzelecki. The main setting is Kath's townhouse in Fountain Lakes."
The Kawai Complex Guide to Manors & Hostel Behavior,Anime~Anime - Comedy,1,12,"Being independent and living alone has come to Usa by way of his parents' new job placement. However, his hopes and dreams are soon dashed when Usa’s confronted with the indecent behavior of his lecherous neighbor, Shirosaki. Usa promised he wouldn’t complain if he could just live on his own...of course, he didn’t expect so much drama. And it certainly doesn’t help that dream girl Ritsu and Usa live in the same apartment complex, go to the same school, and the landlady is Ritsu’s grandaunt."
Kaze no Stigma,Anime,1,48,"Kazuma's clan is skilled in fire magic, but when his female cousin, Ayano, beat him in a battle to become the clan's successor, Kazuma went into exile. Now he's back with a powerful new mojo that's sure to fan the flames of the family rivalry."
K.C. Undercover,Family,2,55,"High school student K.C. Cooper goes undercover as the government's newest secret agent! With her spy family by her side, her wits, and arsenal of gadgets, she's ready for any covert operation, or homework assignment. Join K.C. as she learns that growing up in a family of spies means sharing every mission."
Keeping Up With the Kardashians,Reality and Game Shows~Real Life Drama,12,181,Keeping Up with the Kardashians takes viewers inside the hectic lives of Hollywood's modern-day Brady Bunch. Can two famous clans come together as one united front? Or will their individual lust for the limelight end up fracturing the family?
Kenichi,Anime,1,100,Kenichi seems destined to be bullied forever - until he meets butt-kicking cutie Miu and the six martial arts master she lives with! The warriors take Kenichi as their disciple and give him a chance to change his fortunes.
The Kennedys,Drama,1,8,"Inspired by one of the world’s most iconic families, the eight-hour scripted drama/miniseries, as seen on REELZCHANNEL, ventures upstairs at the White House to chronicle the saga of America’s first “royal” family during the 1960s."
Kenny & Goorie,Family,1,5,You never know what Kenny and Goorie will pull out of their kangaroo pockets to help their friends and solve problems!
Key & Peele,Comedy~Sketch Comedy,5,53,"Tired of watching just one comedian at a time? Get a pair. Catch sketch comedy masters and best friends Keegan-Michael Key and Jordan Peele for a half hour of irreverent wit, pop-culture impressions and escalating absurdity."
Kid's Animated History With Pipo,Family,1,32,"Kid’s Animated History With Pipo presents The Time Compass.  Journey in time through the great cultures and civilizations of human history. Join your guide Pipo, in this hilarious animated series and adventure everywhere from Ancient Egypt to Classical Greece to early India..."
Kids on the Slope,Anime~Anime - Drama,1,12,"Its the summer of 1966 and high school freshman Kaoru Nishimi discovers Jazz. Together with bad boy Sentaro and music store girl Ritsuko, they're going to follow their muse to wherever their music takes them! Get ready to be blown away as the acclaimed team behind COWBOY BEBOP reunites for a tale of life, love and music!"
Killing Fields,Documentaries,1,7,Killing Fields will reveal the deep history attached to isolated and idyllic areas in America that are killing fields - locations where crimes have occurred and have gone undetected due to their geography and outside elements that have erased the scene of the crime.
Kill la Kill,Anime~Anime - Action Adventure,1,24,"Ryuko Matoi is a vagrant school girl traveling from place to place searching for clues to the truth behind her father's death - the ""woman with the scissor blade."" The journey had led Ryuko to Honnouji Academy. Honnouji Academy - where an elite group of students is granted superhuman powers by their special uniforms called the ""Goku Uniform."" With the power of the uniform, the student body president, Satsuki Kiryuin rules the students with unquestioned power and fear. Satsuki holds the secret to the ""scissor blade"" and Ryuko confronts Satsuki to gain information but… Was their encounter a mere coincidence or fate? The clash between the two will soon consume the whole academy!"
Kimi Ni Todoke: From Me to You,Animation and Cartoons,2,37,"Sawako Kuronuma has had a difficult time fitting in. Is it her long black hair, her hushed manner of speaking, or is it her name's similarity to Sadako, a character from a popular Japanese horror series?"
Kingdom,Comedy~British Comedy,3,18,"Stephen Fry stars as Peter Kingdom, a compassionate solicitor whose life is overshadowed by the mysterious disappearance of his brother. Set in Market Shipborough, in the beauty of the Norfolk landscape, the drama focuses on Kingdom’s dysfunctional family, the people he works with and the town’s residents."
Kingdom (2012),Anime~Anime - Action Adventure,1,38,It is an era of war in ancient China. Two orphaned boys long to escape their lives as slaves and rise to greatness on the battlefield. The path to their destiny will be marked by violence and pain - and their journey will alter the course of history.
King of Miami,Comedy,1,6,Follow comedian Dave Hill as he takes over to become the King of Miami.
Kitchen Confidential,Comedy,1,13,"Based on renowned chef Anthony Bourdain's best-selling autobiography and from executive producers Darren Star (Sex and the City) and Dave Hemingson (Just Shoot Me!, American Dad), Kitchen Confidential exposes the secrets of the restaurant business through the delectable story of a talented chef who's determined to climb back to the top of the food game.

Chef Jack Bourdain (Bradley Cooper) found enormous success at a young age. Unfortunately, Jack's culinary genius also led to a lifestyle of boozing, womanizing and drugs, excesses which eventually landed him in the gutter. After hitting rock bottom and deciding to sober up, the only job he could get was slopping soggy pasta for the masses at"
Kitchen Nightmares,Food,6,92,An unscripted series in which Gordon Ramsay attempts to turn deserted restaurants into the most sought-after venues in town.
Kämpfer,Anime~Anime - Comedy,1,12,"Transformed into a beautiful girl, Natsuru is informed that he’s now a Kämpfer - a mystical female fighter. Complicating the situation is Natusru’s best childhood friend, who develops a crush on his new female body and the other Kämpfers who want to take him out - either on a date or something more eternal. As if high school life isn't filled with potential disaster for a boy, his life as a girl is about to become an action-packed, hilarious nightmare!"
Kojak,Classics,3,71,"A tough-talking New York City detective isn't afraid to bend the rules in the name of justice.
"
Kojak 2004,Drama~Crime and Courtroom Drama,1,9,"Ving Rhames starts as the classic bald police detective fighting crimes in New York City.
"
K-On!!,Anime~Anime - Comedy,2,39,"For two full years, Yui, Mio, Ritsu and Tsumugi have worked together to keep Sakuragaoka Girl's High School's struggling Light Music Club alive. Along the way they’ve begun to build a reputation as real rock musicians. However, with a new school year, there are new and scary challenges ahead! There are college exams to prepare for, replacement members have to be recruited and friends to say goodbye to. But no matter what happens, they’ll always have each other and their music."
Kourtney & Khloé Take the Hamptons,Reality and Game Shows~Guilty Pleasure,1,10,"It's been a whirlwind of a year for Kourtney and Khloé, with an ever-deepening love between Kourtney and Scott, Khloé's burgeoning romance, and an eagerly awaited new family member on the way. Ready for a change of scenery, some time to unwind and the opportunity to bring their DASH boutique to a new clientele, the sisters and business partners set off for Southampton."
